City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
478,Ocampo,MX,21.65,-101.5,71.49,37,84,4.63,broken clouds
479,Morwell,AU,-38.2333,146.4,42.35,99,53,2.39,broken clouds
480,Tarauaca,BR,-8.1614,-70.7656,88.47,41,5,4.23,clear sky
481,Ajdabiya,LY,30.7554,20.2263,88.9,33,0,15.99,clear sky
482,Tabou,CI,4.423,-7.3528,79.29,80,70,11.92,light rain
483,Maues,BR,-3.3836,-57.7186,93.83,40,32,3.76,scattered clouds
484,Tiarei,PF,-17.5333,-149.3333,71.62,77,16,21.61,light rain
485,Gazanjyk,TM,39.2446,55.5154,97.18,24,0,9.91,clear sky
486,El Fuerte,MX,26.4189,-108.6194,87.98,54,77,6.33,broken clouds
487,Beyneu,KZ,45.3167,55.2,93.87,24,46,5.23,light rain
488,Berkovica,BA,44.6156,18.4294,86.31,65,3,1.48,clear sky
489,Moville,US,42.4889,-96.0725,71.6,46,25,12.33,scattered clouds
490,Pangnirtung,CA,66.1451,-65.7125,39.2,100,100,9.22,light rain
491,Sakakah,SA,29.9697,40.2064,92.77,15,0,10.67,clear sky
492,Veraval,IN,20.9,70.3667,83.71,80,95,5.86,heavy intensity rain
493,Sayansk,RU,54.1088,102.1648,61.7,79,51,5.3,broken clouds
494,Hualmay,PE,-11.0964,-77.6139,67.5,68,84,6.6,broken clouds
495,Deqing,CN,30.5448,119.9599,80.8,83,100,3.42,overcast clouds
496,Santiago Del Estero,AR,-27.7951,-64.2615,50.31,87,100,3.91,overcast clouds
497,Razvilka,RU,55.5917,37.7408,85.28,52,38,4.83,scattered clouds
498,Siuna,NI,13.7332,-84.7773,84.63,61,99,5.17,overcast clouds
499,Dire Dawa,ET,9.5931,41.8661,75.49,58,100,17.94,light rain
500,Selenginsk,RU,52.0064,106.8647,63.01,58,91,4.38,overcast clouds
501,Gawler,AU,-34.6,138.7333,45.48,95,1,3.6,clear sky
502,Dudinka,RU,69.4058,86.1778,54.63,53,97,23.98,overcast clouds
503,Dalbandin,PK,28.8947,64.4101,91.17,33,0,14.38,clear sky
504,Sur,OM,22.5667,59.5289,92.62,56,73,11.03,broken clouds
505,Energeticheskiy,KZ,43.4278,77.0222,75.76,57,20,4.47,few clouds
506,Lavrentiya,RU,65.5833,-171.0,43.48,94,100,5.93,overcast clouds
507,Boz,FR,46.4071,4.9109,72.39,97,100,6.15,overcast clouds
508,Nanae,JP,41.8833,140.6833,66.79,99,100,6.85,overcast clouds
509,Hammerfest,NO,70.6634,23.6821,63.05,42,0,6.91,clear sky
510,Laizhou,CN,37.1717,119.9214,73.62,91,100,11.27,heavy intensity rain
511,Kawalu,ID,-7.3817,108.2082,72.19,96,100,1.48,overcast clouds
512,Namwala,ZM,-15.7504,26.4384,62.42,47,15,7.14,few clouds
513,Yantal,RU,56.8471,105.2542,60.98,98,94,4.0,light rain
514,Springdale,US,36.1867,-94.1288,83.5,76,0,16.11,clear sky
515,Gimli,CA,50.6336,-96.9907,59.02,58,100,12.66,overcast clouds
516,Eydhafushi,MV,5.1033,73.0708,82.92,77,75,13.4,broken clouds
517,Sayyan,YE,15.1718,44.3244,69.42,38,96,3.65,overcast clouds
518,Lingyuan,CN,41.24,119.4011,72.03,67,90,1.52,overcast clouds
519,Meulaboh,ID,4.1363,96.1285,76.71,85,99,4.36,light rain
520,Arkhara,RU,49.4212,130.0842,58.41,96,0,7.18,clear sky
521,Mishelevka,RU,52.8575,103.1719,63.66,67,36,4.63,scattered clouds
522,College,US,64.8569,-147.8028,71.2,59,75,8.05,smoke
523,Tukums,LV,56.9669,23.1553,83.55,59,2,7.07,clear sky
524,Mawlaik,MM,23.6333,94.4167,78.71,92,98,1.16,light rain
525,Novopokrovka,UA,49.8425,36.5477,71.56,78,100,7.74,overcast clouds
526,Mago,RU,53.2514,140.1822,42.82,97,17,2.01,few clouds
527,Sumbe,AO,-11.2061,13.8437,71.01,88,11,9.01,few clouds
528,Sanming,CN,26.2486,117.6186,76.03,91,96,3.24,overcast clouds
529,Manta,EC,-0.95,-80.7333,74.98,78,100,10.36,overcast clouds
530,Tangzhai,CN,34.4328,116.5911,80.15,84,100,9.57,overcast clouds
531,Kabare,CD,-2.4683,28.8242,60.8,93,99,1.59,light rain
532,Birin,NP,26.8865,88.0718,64.44,93,92,1.61,overcast clouds
533,Joshimath,IN,30.5667,79.5667,73.51,89,97,1.45,overcast clouds
534,Xalpatlahuac,MX,17.4667,-98.6167,74.57,54,52,3.83,broken clouds
535,Ukiah,US,39.1502,-123.2078,86.94,29,0,4.12,clear sky
536,Kilinochchi,LK,9.3961,80.3982,81.14,77,99,14.63,overcast clouds
537,Pitimbu,BR,-7.4706,-34.8086,84.79,75,33,9.84,scattered clouds
538,Gravdal,NO,68.1214,13.5031,59.14,77,29,11.12,scattered clouds
539,Jaque,PA,7.5175,-78.1703,80.89,77,92,7.0,overcast clouds
540,Ahuimanu,US,21.4447,-157.8378,74.91,80,40,5.75,light rain
541,Mount Isa,AU,-20.7333,139.5,64.17,45,96,9.22,overcast clouds
542,Tara,RU,56.8944,74.371,53.44,95,5,7.78,clear sky
543,Ihosy,MG,-22.4,46.1167,57.96,86,0,10.29,clear sky
544,Gayeri,BF,12.6497,0.4931,96.66,32,100,9.6,overcast clouds
545,Porbandar,IN,21.6422,69.6093,84.72,81,94,9.35,overcast clouds
546,Songjianghe,CN,42.1859,127.479,57.9,97,1,4.29,clear sky
547,Lakselv,NO,70.0513,24.9718,57.02,58,0,10.36,clear sky
548,Katsuura,JP,35.1333,140.3,74.86,91,5,15.19,clear sky
549,Bloomfield,US,40.8068,-74.1854,92.3,44,0,12.66,clear sky
550,Kiama,AU,-34.6833,150.8667,53.38,69,44,5.01,scattered clouds
551,Lugovoy,KZ,42.9472,72.7644,79.0,41,11,10.65,few clouds
552,Nouadhibou,MR,20.931,-17.0347,76.98,57,0,23.02,sand
553,Llano Largo,PA,7.9,-80.4333,86.47,76,99,2.53,overcast clouds
554,Irbil,IQ,36.1926,44.0106,93.02,21,0,6.91,dust
555,Tukrah,LY,32.5341,20.5791,84.4,46,0,9.06,clear sky
556,Ancud,CL,-41.8697,-73.8203,50.23,64,0,3.58,clear sky
557,Orkney,ZA,-26.9802,26.6727,53.96,27,0,6.55,clear sky
558,Anito,PH,12.4497,125.2886,79.09,87,100,10.83,overcast clouds
559,Barcelos,PT,41.5388,-8.6151,67.91,52,14,14.45,few clouds
560,Ranong,TH,9.9658,98.6348,79.65,87,100,6.42,moderate rain
561,Trofors,NO,65.5333,13.4063,80.11,47,80,5.7,broken clouds
562,Farafangana,MG,-22.8167,47.8333,67.57,88,22,10.63,moderate rain
563,Palmer,US,42.1584,-72.3287,91.92,39,20,9.22,few clouds
564,Valparaiso,CL,-33.0393,-71.6273,59.23,72,40,4.61,scattered clouds
565,Rundu,NA,-17.9333,19.7667,63.95,31,6,7.56,clear sky
566,Salalah,OM,17.0151,54.0924,84.29,89,75,9.22,broken clouds
567,Altay,CN,47.8667,88.1167,71.55,44,40,6.76,scattered clouds
568,Chernyshevskiy,RU,63.0128,112.4714,56.71,92,100,4.05,overcast clouds
569,Poronaysk,RU,49.2167,143.1167,49.8,91,87,4.94,overcast clouds
570,Nizwa,OM,22.9333,57.5333,98.06,23,46,0.27,scattered clouds
571,Jablah,SY,35.3614,35.9256,79.09,61,20,20.71,few clouds
572,Selikhino,RU,50.3672,137.4996,49.46,97,100,3.62,overcast clouds
573,Grindavik,IS,63.8424,-22.4338,46.35,81,100,19.57,light intensity drizzle
574,Lazurne,UA,46.084,32.5295,74.3,66,99,9.26,overcast clouds
575,Coolum Beach,AU,-26.5333,153.1,61.11,81,95,4.12,overcast clouds
576,Wajima,JP,37.4,136.9,72.57,88,73,14.32,broken clouds
577,Buenaventura,CO,3.8801,-77.0312,80.87,80,75,3.94,broken clouds
578,Tecoanapa,MX,16.5167,-98.75,85.42,59,83,5.75,broken clouds
579,Meadow Lake,US,34.8014,-106.5436,63.84,86,100,5.3,overcast clouds
580,Tanggu,CN,39.0211,117.6469,76.96,88,100,8.41,overcast clouds
581,Camacha,PT,33.0833,-16.3333,67.42,56,20,14.97,few clouds
582,Gisors,FR,49.2818,1.7801,71.67,51,100,8.9,overcast clouds
583,Pangody,RU,65.85,74.4859,54.63,72,100,5.12,overcast clouds
584,Katsuyama,JP,36.0617,136.501,80.96,94,13,6.17,few clouds
585,Trairi,BR,-3.2778,-39.2689,84.69,62,22,11.25,few clouds
586,El Tocuyo,VE,9.7873,-69.7937,86.72,42,100,8.7,overcast clouds
587,Sept-Iles,CA,50.2001,-66.3821,67.05,62,40,12.66,scattered clouds
588,Kamenka,RU,51.3223,42.7678,65.3,69,0,12.12,clear sky
589,San Quintin,MX,30.4833,-115.95,75.56,60,0,6.04,clear sky
590,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,93.33,17,25,4.16,scattered clouds
591,Naryan-Mar,RU,67.6713,53.087,39.33,81,100,11.86,overcast clouds
592,Maldonado,UY,-34.6667,-54.9167,49.39,57,96,5.68,overcast clouds
593,Huarmey,PE,-10.0681,-78.1522,67.6,73,79,7.87,broken clouds
594,Bhilwara,IN,25.35,74.6333,98.08,25,15,10.87,few clouds
595,Bikaner,IN,28.0167,73.3,100.96,16,7,3.42,clear sky
596,Wuda,CN,39.4994,106.7117,71.71,55,14,2.86,few clouds
597,Port Keats,AU,-14.25,129.55,76.68,37,100,14.14,overcast clouds
598,Humaita,BR,-7.5061,-63.0208,88.74,42,58,4.63,broken clouds
599,Eureka,US,40.8021,-124.1637,63.79,69,14,4.81,few clouds
600,Namtsy,RU,62.7161,129.6658,65.53,80,93,7.72,overcast clouds
601,Westport,US,41.1415,-73.3579,92.44,63,0,6.91,clear sky
602,Morant Bay,JM,17.8815,-76.4093,88.72,67,22,11.48,few clouds
603,Tyulgan,RU,52.3405,56.166,52.83,75,38,11.32,scattered clouds
604,Port-Gentil,GA,-0.7193,8.7815,75.16,83,20,12.66,few clouds
605,Viedma,AR,-40.8135,-62.9967,48.56,51,65,19.17,broken clouds
606,Marsh Harbour,BS,26.5412,-77.0636,81.36,75,11,9.48,few clouds
607,Roebourne,AU,-20.7833,117.1333,69.4,30,0,18.37,clear sky
608,The Valley,AI,18.217,-63.0578,87.66,66,40,18.41,scattered clouds
609,Gornopravdinsk,RU,60.05,69.9,52.61,99,100,5.84,light rain
610,Cristalina,BR,-16.7686,-47.6136,77.63,22,68,5.93,broken clouds
611,Barguzin,RU,53.6167,109.6167,59.79,68,73,3.4,broken clouds
612,Santa Ana,US,33.7456,-117.8678,94.41,83,40,5.75,haze
613,Richards Bay,ZA,-28.783,32.0377,61.41,78,0,5.01,clear sky
614,Yellandu,IN,17.6,80.3333,79.9,77,100,3.78,overcast clouds
615,Miyang,CN,24.4042,103.4428,66.04,96,100,4.94,overcast clouds
616,Praia Da Vitoria,PT,38.7333,-27.0667,71.85,78,75,7.34,light intensity shower rain
617,Kyrnasivka,UA,48.5955,28.979,68.09,85,75,6.35,broken clouds
618,Moose Factory,CA,51.2585,-80.6094,64.4,100,100,12.66,mist
619,Irondequoit,US,43.2134,-77.5797,90.66,50,75,13.8,broken clouds
620,Turukhansk,RU,65.8167,87.9833,61.02,79,98,8.55,overcast clouds
621,Pedasi,PA,7.5333,-80.0333,87.06,76,98,9.37,overcast clouds
622,Unai,BR,-16.3575,-46.9061,84.31,25,80,4.36,broken clouds
623,Kahului,US,20.8947,-156.47,76.84,76,20,5.75,few clouds
624,Capesterre-Belle-Eau,GP,16.0432,-61.566,87.17,77,97,16.28,overcast clouds
625,Bayji,IQ,34.9311,43.487,92.28,15,0,13.13,clear sky
626,Todos Santos,MX,23.45,-110.2167,76.44,91,100,6.69,overcast clouds
627,Esil,KZ,51.9556,66.4042,59.79,70,73,8.79,broken clouds
628,Gisborne,NZ,-38.6533,178.0042,49.23,87,7,5.48,clear sky
629,Bourail,NC,-21.5667,165.4833,67.98,84,55,4.12,broken clouds
630,Nabire,ID,-3.3667,135.4833,74.88,95,100,2.71,heavy intensity rain
631,Kilindoni,TZ,-7.9139,39.6668,77.7,74,73,19.89,broken clouds
632,Cabra,ES,37.4725,-4.4421,83.66,26,0,1.99,clear sky
633,Hoi An,VN,15.8794,108.335,78.76,88,39,7.67,scattered clouds
634,Thunder Bay,CA,48.4001,-89.3168,60.78,67,100,20.71,overcast clouds
635,Livingston,GB,55.9029,-3.5226,63.14,69,40,16.11,scattered clouds
636,Marfino,RU,55.7028,37.3822,84.45,37,0,8.95,clear sky
637,Gannan,CN,47.9147,123.5031,67.77,78,38,4.41,scattered clouds
638,Karpinsk,RU,59.7654,60.0085,42.04,89,100,10.09,overcast clouds
639,Belmonte,BR,-15.8631,-38.8828,77.81,65,97,13.65,overcast clouds
640,Sioux Lookout,CA,50.1001,-91.917,50.07,93,100,18.41,mist
641,Rowland Heights,US,33.9761,-117.9053,98.28,66,0,3.44,clear sky
642,Coruripe,BR,-10.1256,-36.1756,78.31,79,40,13.73,scattered clouds
643,Lingen,DE,52.5167,7.3167,72.23,63,100,4.36,overcast clouds
644,Bambanglipuro,ID,-7.95,110.2833,76.73,88,100,7.61,overcast clouds
645,Whitianga,NZ,-36.8333,175.7,49.95,90,19,5.57,few clouds
646,Trondheim,NO,63.4305,10.3951,79.99,52,58,5.01,broken clouds
647,Dombarovskiy,RU,50.7587,59.5386,62.37,54,4,14.92,clear sky
648,Mayo,US,38.8876,-76.5119,90.5,66,71,11.01,broken clouds
649,Mormugao,IN,15.4,73.8,81.34,79,96,15.84,overcast clouds
650,Gladstone,AU,-23.85,151.25,62.78,72,100,5.75,overcast clouds
651,Brasilia,BR,-15.7797,-47.9297,79.63,36,0,5.75,clear sky
652,Nyurba,RU,63.2842,118.3319,61.68,78,100,6.22,overcast clouds
653,Okha,RU,53.5739,142.9478,45.5,96,100,13.58,overcast clouds
654,Santo Amaro Da Imperatriz,BR,-27.6881,-48.7786,66.65,66,98,3.31,overcast clouds
655,Kimbe,PG,-5.5502,150.1429,75.85,90,100,4.45,overcast clouds
656,Waingapu,ID,-9.6567,120.2641,77.97,71,95,13.98,overcast clouds
657,Muros,ES,42.7762,-9.0603,61.09,79,22,13.44,few clouds
658,Pacific Grove,US,36.6177,-121.9166,66.81,95,100,8.01,overcast clouds
659,Merauke,ID,-8.4667,140.3333,78.19,89,83,14.7,broken clouds
660,Surt,LY,31.2089,16.5887,84.92,58,0,17.29,clear sky
661,Sinnamary,GF,5.3833,-52.95,82.13,70,92,6.2,overcast clouds
662,Launceston,AU,-41.45,147.1667,35.15,93,75,0.0,broken clouds
663,Kuna,US,43.4918,-116.4201,80.08,28,0,12.66,clear sky
664,Vaitape,PF,-16.5167,-151.75,80.42,67,47,18.07,scattered clouds
665,Kaeo,NZ,-35.1,173.7833,51.04,93,17,3.38,few clouds
666,Adrar,MR,20.5022,-10.0711,100.2,12,2,14.56,clear sky
667,Aksarka,RU,66.5606,67.7975,52.75,54,89,17.49,overcast clouds
668,Benito Juarez,MX,19.385,-99.165,66.99,60,75,4.0,broken clouds
669,Deolali,IN,19.95,73.8333,75.65,83,41,8.43,scattered clouds
670,Svirstroy,RU,60.7999,33.7248,74.14,59,5,5.53,clear sky
671,San Felipe,VE,10.3399,-68.7425,83.62,60,100,5.68,overcast clouds
672,Mareeba,AU,-17.0,145.4333,69.44,85,100,3.2,overcast clouds
673,Letlhakane,BW,-21.4167,25.5833,54.43,69,48,15.66,scattered clouds
674,Raudeberg,NO,61.9875,5.1352,57.87,97,100,7.99,light rain
675,Paita,PE,-5.0892,-81.1144,69.15,70,13,10.67,few clouds
676,Salima,MW,-13.7804,34.4587,69.6,56,10,10.98,clear sky
677,Asfi,MA,32.2994,-9.2372,70.88,64,0,24.02,clear sky
678,Tigil,RU,57.8,158.6667,48.47,72,0,1.12,clear sky
679,Quatre Cocos,MU,-20.2078,57.7625,69.91,65,17,13.04,few clouds
680,Bhainsdehi,IN,21.6467,77.6325,77.95,75,44,6.06,moderate rain
681,Egvekinot,RU,66.3167,-179.1667,36.0,99,100,2.51,overcast clouds
682,Havre-Saint-Pierre,CA,50.2334,-63.5986,71.96,43,0,10.36,clear sky
683,Angoram,PG,-4.0625,144.0661,72.95,99,100,1.68,overcast clouds
684,Smolensk,RU,55.0,33.0,76.12,70,44,0.85,scattered clouds
685,Sulangan,PH,11.1373,123.7228,83.43,74,99,8.37,light rain
686,Rawah,IQ,34.4816,41.9093,88.41,19,0,6.13,clear sky
687,Rawson,AR,-43.3002,-65.1023,51.48,46,0,22.64,clear sky
688,Sarakhs,IR,36.5449,61.1577,104.14,13,0,9.22,clear sky
689,Ponta Delgada,PT,37.7333,-25.6667,70.52,64,40,6.91,scattered clouds
690,Hay River,CA,60.8156,-115.7999,53.58,82,75,14.97,broken clouds
691,Madimba,TZ,-10.4,40.3333,75.65,67,37,15.55,scattered clouds
692,Quang Ngai,VN,15.1167,108.8,77.52,91,40,5.46,scattered clouds
693,Mingyue,CN,43.1069,128.9217,61.41,96,1,2.35,clear sky
694,Bandarban,BD,22.1965,92.2262,83.91,98,100,1.97,overcast clouds
695,Magadan,RU,59.5667,150.8,45.7,96,82,5.88,broken clouds
696,Miranda,CO,3.2499,-76.2281,81.64,73,71,3.44,broken clouds
697,Musoma,TZ,-1.5,33.8,72.61,66,87,2.66,overcast clouds
698,Aksu,CN,41.1231,80.2644,84.88,26,4,6.46,clear sky
699,Sarahan,IN,31.5167,77.8,67.59,64,70,0.56,broken clouds
700,Solms,DE,50.7667,9.6,82.35,56,71,7.23,broken clouds
701,Okhansk,RU,57.7186,55.3877,51.87,69,98,10.07,overcast clouds
702,Qandala,SO,11.472,49.8728,92.17,49,100,3.4,overcast clouds
703,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,68,75,17.27,broken clouds
704,Urusha,RU,54.05,122.9,58.66,91,89,1.54,overcast clouds
705,Igarka,RU,67.4667,86.5833,60.19,92,100,7.58,light rain
706,Mpongwe,ZM,-13.5091,28.155,63.59,46,22,12.91,few clouds
707,Kungurtug,RU,50.5994,97.5228,57.92,55,3,1.86,clear sky
708,Shestakovo,RU,56.4915,103.96,61.0,98,90,4.56,light rain
709,Iracoubo,GF,5.4802,-53.2011,83.1,69,79,6.62,broken clouds
710,Tshane,BW,-24.0196,21.8684,59.92,49,12,8.7,few clouds
711,Vathi,GR,38.4,23.6,87.75,43,1,4.0,clear sky
712,Xucheng,CN,20.35,110.1288,81.41,81,8,14.5,clear sky
713,Grand-Santi,GF,4.25,-54.3833,92.52,44,39,2.75,scattered clouds
714,Zheleznogorsk-Ilimskiy,RU,56.5768,104.1217,59.85,98,92,4.81,light rain
715,Havelock,US,34.8791,-76.9013,88.05,67,75,9.22,broken clouds
716,Powell River,CA,49.8496,-124.5361,74.34,60,20,4.61,few clouds
717,Along,IN,28.1667,94.7667,73.24,99,100,0.74,overcast clouds
