City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
380,Tanggu,CN,2022-06-22 23:45:22,39.0211,117.6469,75.16,70,14,8.72
381,Pinotepa Nacional,MX,2022-06-22 23:45:23,16.3167,-98.0167,73.9,95,100,2.91
382,San Quintin,MX,2022-06-22 23:45:23,30.4833,-115.95,73.11,66,1,12.88
383,Novoagansk,RU,2022-06-22 23:45:24,61.9449,76.6625,60.28,90,98,5.23
384,Coatzintla,MX,2022-06-22 23:45:24,20.4833,-97.45,78.84,81,99,4.52
385,Balakhta,RU,2022-06-22 23:45:25,55.38,91.6,60.33,94,78,2.06
386,Anjozorobe,MG,2022-06-22 23:45:25,-18.4,47.8667,46.6,95,51,6.33
387,Basco,PH,2022-06-22 23:45:26,20.4487,121.9702,85.3,75,18,13.91
388,Rio Gallegos,AR,2022-06-22 23:41:33,-51.6226,-69.2181,35.65,75,0,17.27
389,Champerico,GT,2022-06-22 23:45:26,14.3,-91.9167,84.74,79,100,9.01
390,Poso,ID,2022-06-22 23:45:27,-1.3959,120.7524,80.46,74,100,2.93
391,Vardo,NO,2022-06-22 23:45:27,70.3705,31.1107,42.78,100,100,0.0
392,Lircay,PE,2022-06-22 23:45:28,-12.9896,-74.7205,44.98,80,52,3.06
393,Shelburne,CA,2022-06-22 23:44:13,44.0787,-80.2041,72.39,81,16,11.63
394,Gravdal,NO,2022-06-22 23:45:28,68.1214,13.5031,49.64,91,100,26.75
395,Mount Isa,AU,2022-06-22 23:45:29,-20.7333,139.5,67.77,37,0,12.66
396,Lumeje,AO,2022-06-22 23:45:29,-11.55,20.7833,60.85,48,0,5.59
397,Amapa,BR,2022-06-22 23:45:30,1.0,-52.0,71.51,98,12,0.45
398,Hearst,CA,2022-06-22 23:45:31,49.6835,-83.6665,71.85,45,39,3.38
399,Lahij,YE,2022-06-22 23:45:31,13.1667,44.5833,84.16,57,78,7.47
400,Olyka,UA,2022-06-22 23:45:31,50.7186,25.8125,52.93,93,21,7.45
401,Yenagoa,NG,2022-06-22 23:45:32,4.9247,6.2642,72.39,97,100,3.29
402,Tabory,RU,2022-06-22 23:45:32,58.5198,64.5495,60.4,99,97,4.47
403,Besikduzu,TR,2022-06-22 23:45:33,41.052,39.2284,71.49,86,90,9.75
404,Lanzhou,CN,2022-06-22 23:45:33,36.0564,103.7922,72.68,53,1,1.52
405,Ivdel,RU,2022-06-22 23:45:34,60.6911,60.4206,59.36,89,88,4.38
406,Hit,IQ,2022-06-22 23:45:34,33.6416,42.8251,84.51,30,0,10.94
407,Semirom,IR,2022-06-22 23:45:35,31.4167,51.5667,60.58,27,0,7.78
408,Eaglesham,GB,2022-06-22 23:45:35,55.7412,-4.2746,55.76,88,100,6.91
409,Broken Hill,AU,2022-06-22 23:45:36,-31.95,141.4333,56.23,60,91,11.25
410,Jizan,SA,2022-06-22 23:45:36,17.3333,42.6667,92.34,60,85,2.13
411,Qinhuangdao,CN,2022-06-22 23:45:36,39.9317,119.5883,77.67,68,23,6.53
412,Teguldet,RU,2022-06-22 23:45:37,57.3064,88.1667,60.91,94,38,3.6
413,Shu,KZ,2022-06-22 23:45:37,43.5983,73.7614,65.68,92,82,8.34
414,Lhokseumawe,ID,2022-06-22 23:45:38,5.1801,97.1507,76.44,87,100,4.88
415,Ndele,CF,2022-06-22 23:45:38,8.4109,20.6473,68.59,96,87,3.71
416,Sinazongwe,ZM,2022-06-22 23:46:39,-17.2614,27.4618,60.15,69,0,2.21
417,Thaba Nchu,ZA,2022-06-22 23:46:39,-29.2093,26.839,49.8,66,96,19.37
418,Havoysund,NO,2022-06-22 23:46:40,70.9963,24.6622,44.83,83,51,11.16
419,Saint Anthony,US,2022-06-22 23:46:40,45.0205,-93.218,84.88,41,40,10.36
420,Lorengau,PG,2022-06-22 23:46:41,-2.0226,147.2712,82.72,75,70,4.92
421,Sampit,ID,2022-06-22 23:46:41,-2.5333,112.95,74.44,97,100,1.88
422,Pinega,RU,2022-06-22 23:46:42,64.7001,43.3936,43.56,87,34,4.21
423,Ulkan,RU,2022-06-22 23:46:42,57.243,107.3223,58.84,72,39,2.64
424,Ponta Do Sol,PT,2022-06-22 23:46:42,32.6667,-17.1,66.83,69,75,5.68
425,Hondo,JP,2022-06-22 23:46:43,32.45,130.2,76.86,93,71,9.69
426,Tezu,IN,2022-06-22 23:46:43,27.9167,96.1667,76.64,94,97,1.81
427,Camana,PE,2022-06-22 23:46:44,-16.6228,-72.7111,61.21,83,75,4.9
428,Forbes,AU,2022-06-22 23:46:44,-33.3833,148.0167,52.07,75,100,3.49
429,Codrington,AU,2022-06-22 23:46:45,-38.2667,141.9667,54.91,79,100,16.89
430,Ellensburg,US,2022-06-22 23:46:45,46.9965,-120.5479,86.25,42,0,29.93
431,Port Blair,IN,2022-06-22 23:46:45,11.6667,92.75,78.84,89,75,2.3
432,Luderitz,NA,2022-06-22 23:46:46,-26.6481,15.1594,55.87,72,0,6.11
433,Ambagarh Chauki,IN,2022-06-22 23:46:46,20.7833,80.7167,76.98,84,53,5.91
434,Constitucion,CL,2022-06-22 23:46:47,-35.3333,-72.4167,52.21,85,100,12.75
435,Zharkent,KZ,2022-06-22 23:46:47,44.1628,80.0,76.28,39,64,3.69
436,Isiro,CD,2022-06-22 23:46:48,2.7739,27.616,64.51,95,82,1.39
437,Surt,LY,2022-06-22 23:46:48,31.2089,16.5887,74.91,75,0,8.23
438,Berlevag,NO,2022-06-22 23:46:49,70.8578,29.0864,42.75,87,75,4.61
439,Voloshka,RU,2022-06-22 23:46:49,61.3314,40.0858,42.75,93,5,1.1
440,Vagamo,NO,2022-06-22 23:46:49,61.8751,9.0967,55.87,75,100,4.41
441,Pisco,PE,2022-06-22 23:46:50,-13.7,-76.2167,61.02,77,100,11.5
442,Marawi,PH,2022-06-22 23:46:50,7.9986,124.2928,75.15,81,99,2.06
443,San Patricio,US,2022-06-22 23:46:51,28.017,-97.5169,93.92,51,3,14.47
444,Coquimbo,CL,2022-06-22 23:46:51,-29.9533,-71.3436,60.53,67,20,20.71
445,Pangnirtung,CA,2022-06-22 23:46:52,66.1451,-65.7125,49.37,61,3,1.57
446,Coos Bay,US,2022-06-22 23:46:52,43.3665,-124.2179,74.98,74,100,26.46
447,Pontianak,ID,2022-06-22 23:46:52,-0.0333,109.3333,75.18,94,75,4.61
448,Belmonte,BR,2022-06-22 23:46:53,-15.8631,-38.8828,72.59,87,4,5.64
449,Callaway,US,2022-06-22 23:46:53,30.153,-85.5699,92.91,65,0,19.57
450,Zhangye,CN,2022-06-22 23:46:54,38.9342,100.4517,75.81,35,0,5.77
451,Nioro,GM,2022-06-22 23:46:54,13.35,-15.75,85.98,64,42,6.15
452,Polunochnoye,RU,2022-06-22 23:46:55,60.8697,60.4153,57.74,91,92,3.85
453,Cuiluan,CN,2022-06-22 23:46:55,47.72,128.648,69.06,86,100,2.42
454,Yibin,CN,2022-06-22 23:46:55,28.7667,104.6238,76.57,97,100,3.65
455,Cabral,DO,2022-06-22 23:46:56,18.25,-71.2167,82.26,78,40,13.8
456,Boa Vista,BR,2022-06-22 23:46:02,2.8197,-60.6733,80.58,74,40,3.44
457,Touros,BR,2022-06-22 23:45:35,-5.1989,-35.4608,74.44,91,100,7.29
458,Erzin,TR,2022-06-22 23:46:57,36.9559,36.2,71.83,74,0,1.79
459,Kangaatsiaq,GL,2022-06-22 23:46:57,68.3065,-53.4641,35.71,87,100,5.68
460,Harwich,GB,2022-06-22 23:46:58,51.9419,1.2844,58.24,84,7,4.0
461,Pacific Grove,US,2022-06-22 23:46:58,36.6177,-121.9166,82.51,75,0,8.01
462,Magocs,HU,2022-06-22 23:46:59,46.35,18.2324,66.42,95,100,6.73
463,Mweka,CD,2022-06-22 23:47:59,-4.85,21.5667,66.42,74,23,0.94
464,General Roca,AR,2022-06-22 23:48:00,-39.0333,-67.5833,40.62,64,100,8.7
465,Emerald,AU,2022-06-22 23:48:00,-23.5333,148.1667,64.35,55,0,13.11
466,Sioux Lookout,CA,2022-06-22 23:48:01,50.1001,-91.917,73.47,40,40,6.91
467,Namtsy,RU,2022-06-22 23:48:01,62.7161,129.6658,74.41,46,20,11.3
468,Norman Wells,CA,2022-06-22 23:48:01,65.282,-126.8329,75.24,29,20,11.5
469,Freeport,US,2022-06-22 23:48:02,40.6576,-73.5832,64.38,83,100,11.5
470,Altamira,BR,2022-06-22 23:48:02,-3.2033,-52.2064,72.59,97,64,3.27
471,Bodden Town,KY,2022-06-22 23:48:03,19.2833,-81.25,86.0,73,20,5.99
472,Puerto Colombia,CO,2022-06-22 23:48:03,10.9878,-74.9547,82.49,85,93,12.8
473,Hailar,CN,2022-06-22 23:48:04,49.2,119.7,67.78,63,91,4.03
474,Ghugus,IN,2022-06-22 23:48:04,19.9333,79.1333,79.95,81,76,3.18
475,Troutdale,US,2022-06-22 23:45:15,45.5393,-122.3873,80.56,53,0,8.05
476,Anadyr,RU,2022-06-22 23:48:05,64.75,177.4833,54.1,71,75,13.42
477,Luan,CH,2022-06-22 23:48:06,46.3592,6.9759,56.86,92,90,1.01
478,Zhigansk,RU,2022-06-22 23:48:06,66.7697,123.3711,56.19,52,23,9.89
479,Moose Factory,CA,2022-06-22 23:48:06,51.2585,-80.6094,60.8,59,0,6.91
480,Alice Springs,AU,2022-06-22 23:43:17,-23.7,133.8833,53.15,66,0,0.0
481,Talara,PE,2022-06-22 23:48:08,-4.5772,-81.2719,66.96,77,0,17.27
482,Saint-Prosper,CA,2022-06-22 23:48:08,46.2117,-70.4811,68.29,58,86,12.8
483,Port-Gentil,GA,2022-06-22 23:48:09,-0.7193,8.7815,72.41,79,46,13.89
484,Pitimbu,BR,2022-06-22 23:48:09,-7.4706,-34.8086,70.39,85,100,7.02
485,Biggar,GB,2022-06-22 23:48:10,55.6167,-3.5167,57.7,96,97,5.39
486,Upington,ZA,2022-06-22 23:48:10,-28.4478,21.2561,49.37,85,20,8.61
487,Bustamante,MX,2022-06-22 23:48:10,26.5333,-100.5,93.33,27,57,20.47
488,Yelizovo,RU,2022-06-22 23:48:11,53.1873,158.3805,66.34,63,0,8.99
489,Penzance,GB,2022-06-22 23:48:11,50.1186,-5.5371,59.68,87,1,8.88
490,Adre,TD,2022-06-22 23:48:12,13.4667,22.2,79.05,49,48,3.62
491,Cap Malheureux,MU,2022-06-22 23:48:12,-19.9842,57.6142,66.47,77,12,3.0
492,Slavyanka,RU,2022-06-22 23:48:13,42.8633,131.3847,57.61,99,100,5.88
493,Lieksa,FI,2022-06-22 23:48:13,63.3167,30.0167,54.03,90,99,7.2
494,Hobyo,SO,2022-06-22 23:48:14,5.3505,48.5268,77.59,80,99,24.07
495,Geraldton,AU,2022-06-22 23:48:14,-28.7667,114.6,52.21,100,4,13.8
496,Gorin,RU,2022-06-22 23:48:15,51.1983,136.6669,67.73,85,90,5.86
497,Sibolga,ID,2022-06-22 23:48:16,1.7427,98.7792,76.01,87,100,2.71
498,Kieta,PG,2022-06-22 23:48:16,-6.2167,155.6333,84.56,67,76,3.65
499,Ceres,US,2022-06-22 23:48:17,37.5949,-120.9577,95.79,27,0,4.61
500,Huaiyuan,CN,2022-06-22 23:48:17,32.973,117.1995,84.81,69,100,12.1
501,Grand-Santi,GF,2022-06-22 23:48:18,4.25,-54.3833,72.77,98,90,2.64
502,Orsha,BY,2022-06-22 23:48:18,54.5153,30.4053,50.97,94,27,7.99
503,Huntsville,US,2022-06-22 23:48:18,34.7304,-86.5861,96.6,50,0,10.36
504,Haines Junction,CA,2022-06-22 23:48:19,60.7522,-137.5108,64.35,55,99,9.22
505,San Isidro,PE,2022-06-22 23:48:19,-12.1167,-77.05,63.01,74,20,14.97
506,Putnok,HU,2022-06-22 23:48:20,48.3,20.4333,62.91,67,98,2.59
507,Bushehr,IR,2022-06-22 23:48:20,28.9684,50.8385,87.89,70,0,6.91
508,Oparino,RU,2022-06-22 23:48:21,59.8518,48.2783,50.68,99,100,4.68
509,Rosario Do Sul,BR,2022-06-22 23:49:21,-30.2583,-54.9142,53.17,96,100,11.23
510,Hoima,UG,2022-06-22 23:49:22,1.4356,31.3436,62.4,86,65,2.06
511,Thunder Bay,CA,2022-06-22 23:49:22,48.4001,-89.3168,76.91,33,20,16.11
512,Cumberland,US,2022-06-22 23:49:23,35.0502,-78.8664,95.5,34,0,10.36
513,Bundaberg,AU,2022-06-22 23:49:23,-24.85,152.35,68.22,68,0,3.0
514,Muisne,EC,2022-06-22 23:49:24,0.6,-80.0333,74.39,87,100,14.52
515,Maceio,BR,2022-06-22 23:47:55,-9.6658,-35.7353,71.04,94,100,10.36
516,Jinchang,CN,2022-06-22 23:49:24,38.4953,102.1739,75.02,36,0,3.6
517,Portland,US,2022-06-22 23:44:36,45.5234,-122.6762,81.18,55,20,9.22
518,Okitipupa,NG,2022-06-22 23:49:25,6.5047,4.7839,72.18,99,100,0.72
519,Tiznit,MA,2022-06-22 23:49:25,29.5833,-9.5,61.56,63,4,2.1
520,Pleshanovo,RU,2022-06-22 23:49:26,52.8333,53.4833,68.31,66,91,12.41
521,Jaisalmer,IN,2022-06-22 23:49:26,26.9147,70.9181,86.0,48,0,10.67
522,Coffs Harbour,AU,2022-06-22 23:49:27,-30.3,153.1333,60.76,67,0,4.61
523,Lake Havasu City,US,2022-06-22 23:49:27,34.4839,-114.3224,107.06,13,0,13.8
524,Mayo,US,2022-06-22 23:49:27,38.8876,-76.5119,76.66,89,100,15.99
525,Orasac,BA,2022-06-22 23:49:28,44.6289,16.0711,70.75,66,97,4.25
526,Krasnoselkup,RU,2022-06-22 23:49:28,65.7,82.4667,71.46,47,41,10.67
527,Salisbury,GB,2022-06-22 23:49:29,51.0693,-1.7957,63.81,73,0,4.61
528,Vao,NC,2022-06-22 23:49:29,-22.6667,167.4833,71.51,64,99,16.17
529,Pishin,PK,2022-06-22 23:49:30,30.5803,66.9961,66.15,64,0,4.25
530,Tautira,PF,2022-06-22 23:49:30,-17.7333,-149.15,79.54,72,11,11.95
531,Sungaipenuh,ID,2022-06-22 23:49:31,-2.0833,101.3833,64.67,95,96,1.97
532,Kaeo,NZ,2022-06-22 23:49:31,-35.1,173.7833,57.85,77,34,7.2
533,Kamenka,RU,2022-06-22 23:49:32,51.3223,42.7678,60.51,95,96,5.7
534,Obidos,BR,2022-06-22 23:49:32,-1.9175,-55.5181,76.37,79,35,4.18
535,Blyth,GB,2022-06-22 23:49:33,55.1271,-1.5086,57.47,86,70,5.75
536,Tura,IN,2022-06-22 23:49:33,25.5198,90.2201,73.83,97,84,4.99
537,Dumas,US,2022-06-22 23:49:34,35.8656,-101.9732,90.54,35,0,6.91
538,Charters Towers,AU,2022-06-22 23:49:34,-20.1,146.2667,66.85,44,0,11.79
539,Batsfjord,NO,2022-06-22 23:49:34,70.6345,29.7185,42.73,87,100,3.49
540,Nantucket,US,2022-06-22 23:49:35,41.2835,-70.0995,66.34,85,20,10.36
541,Tabuk,PH,2022-06-22 23:49:35,17.4189,121.4443,79.99,74,96,3.89
542,Akdepe,TM,2022-06-22 23:49:36,42.0551,59.3788,73.49,19,0,9.28
543,Abnub,EG,2022-06-22 23:49:36,27.2696,31.1511,80.06,39,0,13.33
544,Tres Arroyos,AR,2022-06-22 23:49:37,-38.3739,-60.2798,37.42,81,96,3.85
545,Odlabari,IN,2022-06-22 23:49:37,26.8333,88.6167,77.72,93,73,2.71
546,Mandalgovi,MN,2022-06-22 23:49:38,45.7625,106.2708,64.49,43,32,13.35
547,Porto Tolle,IT,2022-06-22 23:49:38,44.9497,12.3245,74.03,69,47,4.9
548,Adiake,CI,2022-06-22 23:49:38,5.2863,-3.304,75.07,91,99,6.51
549,Qom,IR,2022-06-22 23:49:39,34.6401,50.8764,80.28,14,0,10.36
550,Kerema,PG,2022-06-22 23:49:39,-7.9631,145.7785,81.32,77,24,1.36
551,Klichka,RU,2022-06-22 23:49:40,50.4457,117.996,69.39,47,100,7.16
552,Chicama,PE,2022-06-22 23:49:40,-7.8447,-79.1469,61.34,79,16,6.11
553,Marsaxlokk,MT,2022-06-22 23:49:41,35.8419,14.5431,76.08,46,0,3.44
554,Najran,SA,2022-06-22 23:50:41,17.4924,44.1277,83.05,42,96,5.37
555,Kristiinankaupunki,FI,2022-06-22 23:50:42,62.2743,21.376,54.93,95,100,10.85
556,Seydi,TM,2022-06-22 23:50:42,39.4816,62.9137,78.42,27,0,9.66
557,Hay River,CA,2022-06-22 23:50:43,60.8156,-115.7999,55.36,54,75,12.66
558,Torva,EE,2022-06-22 23:50:43,58.0028,25.935,52.11,67,45,3.44
559,Itapirapua,BR,2022-06-22 23:50:43,-15.8233,-50.6133,71.76,31,27,1.72
560,Tambopata,PE,2022-06-22 23:50:44,-12.7333,-69.1833,73.89,69,27,0.83
561,Bahia De Caraquez,EC,2022-06-22 23:50:44,-0.6,-80.4167,73.58,84,98,12.48
562,Znamenskoye,RU,2022-06-22 23:50:45,57.1281,73.8282,57.06,98,100,6.87
563,Storslett,NO,2022-06-22 23:50:45,69.7678,21.0247,53.6,62,100,20.71
564,Ajdabiya,LY,2022-06-22 23:50:46,30.7554,20.2263,75.13,67,0,10.0
565,Benjamin Hill,MX,2022-06-22 23:50:46,30.1667,-111.1,98.53,22,0,9.46
566,Solnechnyy,RU,2022-06-22 23:50:46,50.7214,136.6319,66.25,87,97,4.81
567,Yeppoon,AU,2022-06-22 23:50:47,-23.1333,150.7333,64.18,61,0,9.42
568,Portree,GB,2022-06-22 23:50:47,57.4129,-6.1942,52.52,97,99,11.9
569,Kawalu,ID,2022-06-22 23:50:48,-7.3817,108.2082,72.27,96,100,1.54
570,Bilma,NE,2022-06-22 23:50:48,18.6853,12.9164,91.72,14,2,6.46
571,Naujamiestis,LT,2022-06-22 23:50:49,55.6869,24.1523,52.09,87,89,3.96
572,Loreto,MX,2022-06-22 23:50:49,22.2667,-101.9667,68.72,54,69,24.29
